longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
0.5922942233801313,-0.710658033661602,0.02756357138483158,1.7885079854140071,1.1637481846888034,0.6850955364691826,1.2323847422659238,2.312866057254504,0.4882871803958229,-0.07091122365136206,-0.8681356261183203,1.0,0.0,0.0,0.0,0.0
-0.42180958913448313,-0.35049118982817357,-0.3700685190453078,-0.2817776013363016,-0.5524412176467921,-0.50616042712924,-0.569657918434862,0.5953235835295855,0.649943428102698,-0.006497299332353073,-0.9445341994279929,1.0,0.0,0.0,0.0,0.0
0.5623207116801908,-0.6498506444429702,0.5842484979870267,-0.5469350279654918,-0.6425107323792985,-0.5482891180917125,-0.5909523664195094,0.2666927223406623,-0.06002778896698563,-0.013663753092592745,-0.42660962100476846,1.0,0.0,0.0,0.0,0.0
0.7371661965965078,-0.8088853547070824,0.5047220799009988,-0.4534050714825323,-0.5086236158850321,-0.31165136460037796,-0.5217454104694054,-0.31765074665197357,0.019638562221687094,0.04013929320395181,-0.26148182396045194,1.0,0.0,0.0,0.0,0.0
1.2517114807788001,-1.3421193832396856,0.7433013341590824,0.5408183659313273,0.19489232351211258,0.06750685406187396,0.31139986692992394,0.25041867010926216,0.27351529919508993,-0.05711228689606017,-0.7838925838506162,0.0,0.0,0.0,0.0,1.0
0.7671397082964412,-0.7995303717503686,0.5047220799009988,-0.38232230455548305,-0.35769632092785925,0.07647040533048512,-0.3487280205941453,0.15266936283549606,-0.1947881267426384,0.08766497950151007,0.010811745242697847,1.0,0.0,0.0,0.0,0.0
-1.3459928665492762,1.0246913048085464,1.6180919331053891,-0.45246977191770266,-0.4088168563165791,-0.5966922949422128,-0.4472148425231395,-1.3128877860161272,-0.15699500785413278,-0.06946158394593478,0.11401645317077412,0.0,0.0,0.0,1.0,0.0
-1.3409972812659574,0.8516241201093684,-0.21101568287325204,1.1431512856815864,0.5259586479342984,0.5165807726192929,0.6148457507111493,1.6401177367854871,0.5819225967821463,-0.030619514846112333,-1.0051937894543763,0.0,0.0,0.0,0.0,1.0
-1.2260988197495215,0.8048492053258058,-1.0062798637335308,0.034821301358516354,0.6549771420105913,-0.04543389192262662,0.6015367207207447,0.31184009304712795,-0.6548110099300423,-0.10384329297177193,1.2861594486169454,1.0,0.0,0.0,0.0,0.0
0.9819498754793431,-1.0334049456681782,-0.3700685190453078,-0.14943271291291388,-0.3284845864200193,-0.5097458476366845,-0.3141245426190933,0.05859484154946581,0.2435698746320354,-0.07346787101970957,-0.6189843998230776,0.0,0.0,0.0,0.0,1.0
0.6272633203633975,-0.7387229825317368,0.5842484979870267,0.2882874834273366,0.45779793408267183,-0.032884920146570996,0.3060762549337621,0.3758338661764087,-0.05664011885350969,-0.07222298617071725,0.140955760686451,1.0,0.0,0.0,0.0,0.0
-0.8264519970836651,1.085498694027178,1.2204598426752498,-0.19573004137197883,-0.14834555695500648,-0.12789856359384927,-0.16506340672656153,-1.2189707555581426,-0.1431064738989425,-0.013883843735945344,0.01395471861664288,0.0,1.0,0.0,0.0,0.0
-0.8114652412336949,1.0153363218518359,-0.21101568287325204,-1.0417084977603475,-1.1196357293406838,-1.0995475211112986,-1.131298984029937,1.8352488727342458,0.017500713801220927,-0.03590267985523704,-0.4033575726866859,0.0,1.0,0.0,0.0,0.0
-1.1661517963496404,0.7487193075855326,-0.3700685190453078,1.1333306402508758,1.13697076138995,0.9226296450873783,1.2536791902505713,0.43883019739473267,-0.08714755775317905,-0.04890256932102327,-0.23450484586973688,1.0,0.0,0.0,0.0,0.0
0.5473339558302206,-0.6358181700079012,0.5047220799009988,-0.22940082570584425,-0.4039482338986058,-0.2614554774961555,-0.4152731705461684,0.7532343871168505,0.31083941313240265,0.018252765459883063,-0.6288463494125766,1.0,0.0,0.0,0.0,0.0
0.9619675343460471,-0.7200130166183125,1.2204598426752498,-0.5127965938492116,-0.47941188137719226,-0.5276729501739068,-0.45520026051738227,-0.44490333571298785,-0.29078704400539424,-0.04725199136826771,0.1092837862123254,0.0,1.0,0.0,0.0,0.0
-1.0062930672833008,1.95551210900143,-1.3243855360776422,-0.310771887846019,-0.4015139226896191,-0.48823332459201774,-0.3806696925711164,-0.8006751162684721,0.03471699668972207,-0.053927162294964734,-0.3862806955278595,0.0,1.0,0.0,0.0,0.0
0.30255027694738534,-0.10726163295365336,0.5842484979870267,-0.33976617435573647,-0.5329667279748987,-0.43265930672662856,-0.5164217984732435,0.06305708167743052,0.3128405983367326,-0.0003504661466399941,-0.7278429734627292,0.0,1.0,0.0,0.0,0.0
0.7571485377297967,-0.8229178291421483,-0.926753445647503,2.134568824400957,1.3122411684369895,2.1730450470586344,1.5198597900586637,1.424880271789547,0.4935619774395881,0.043401344051099744,-0.985592856377014,1.0,0.0,0.0,0.0,0.0
0.5922942233801313,-0.8369503035772173,-0.3700685190453078,0.818602336685717,0.8205103042216843,0.36778582156034767,0.8703791265269181,0.9643245936409175,-0.051066876138281786,-0.07558353030110422,-0.22223378258897913,1.0,0.0,0.0,0.0,0.0
0.7971132199963816,-0.8930802013174938,-0.847227027561475,0.5660714541817263,-0.24571800531447288,0.6922663774840716,1.328209758196837,-0.21417927262587644,-0.6095887883217743,-0.07731607111761137,-1.5416056235937858,1.0,0.0,0.0,0.0,0.0
0.6272633203633975,-0.8650152524473556,0.5047220799009988,0.1409778019666754,0.30200201670752563,0.22885077689687477,0.2794581949529529,-0.02477030342944939,-0.2233340946233383,-0.02711190752578178,0.17349063922438518,1.0,0.0,0.0,0.0,0.0
-0.34687580988463196,-0.43000854496022967,-1.1653326999055866,-0.6236295922815186,-0.6254705539163918,-0.6513699576807408,-0.6921009943465846,-0.32494782168476277,-0.0006078172958298089,-0.014883591439408539,0.018323534962387207,1.0,0.0,0.0,0.0,0.0
-0.03714952231859709,0.3230675830551173,1.8566711873634727,-0.6385943853187921,-0.6741567780961251,-0.7132184614341578,-0.676130158358099,-0.799835165185561,-0.10245241019853316,-0.045627275354160654,-0.14145444390158612,0.0,1.0,0.0,0.0,0.0
-0.1420568132683816,0.5522646654945718,-1.3243855360776422,-0.5305672855809739,-0.6838940229320717,-0.6675043499642409,-0.7293662783197175,0.4652886565064286,0.4718302260032544,-0.006004880228378611,-0.6683461719241914,0.0,1.0,0.0,0.0,0.0
0.17266505958097905,0.06580555174552795,-1.6424912084217538,-0.472578712561539,-0.46480601412327227,-0.1700272545563217,-0.44455303652505856,-0.8899724157704461,-0.21272548361845942,0.054452497003379514,-0.014061617990965362,0.0,1.0,0.0,0.0,0.0
0.6122765645134273,-0.6919480677481776,1.2999862607612775,-0.576396964257624,-0.6157333090804452,-0.7903050023442137,-0.604261396409914,0.1812801965971515,-0.11190684361723303,-0.09528931921715685,-0.1766045405541303,1.0,0.0,0.0,0.0,0.0
